signature,size,buggy_gen,state+fault,interval,commits,churn
bsh/Parser.java^503^527+bsh/Parser.java^3428^3452,25,False,I_Y,D_Y,943d5f6^c39502d,1
org/gjt/sp/jedit/gui/HistoryText.java^123^156+org/gjt/sp/jedit/gui/HistoryText.java^159^192,34,False,C_N^C_N,M_N^D_N,7d20550^3fef408^857641b,4^4
org/gjt/sp/jedit/gui/AbstractContextOptionPane.java^277^294+org/gjt/sp/jedit/options/StatusBarOptionPane.java^323^354,32,False,I_N,W_N,ccca009^ea72825,6
org/gjt/sp/jedit/gui/EnhancedMenuItem.java^80^96+org/gjt/sp/jedit/gui/MarkersMenu.java^143^159,17,False,I_N^I_N,Y_N^D_N,101c2b8^928842f^6bb5bdc,2^2
org/gjt/sp/jedit/gui/OptionsDialog.java^329^347+org/jedit/options/TabbedOptionDialog.java^114^132,19,False,I_N,D_N,15f4f76^c019149,17
org/gjt/sp/jedit/gui/AbstractContextOptionPane.java^77^100+org/gjt/sp/jedit/options/BrowserColorsOptionPane.java^75^98,24,False,I_N,YY_N,dcae49b^67464d8,55
org/gjt/sp/jedit/textarea/ChunkCache.java^100^127+org/gjt/sp/jedit/textarea/ChunkCache.java^186^213,28,False,I_N^I_N^I_N,W_N^D_N^Y_N,539a14d^ddb8dae^f1f6dcc^6568f61,9^7^50
bsh/BSHLHSPrimarySuffix.java^66^92+bsh/BSHPrimarySuffix.java^99^125,27,True,I_Y^I_N^I_Y^I_N,D_Y^Y_N^D_Y^Y_N,7d9d0fa^b5d918c^ea5bc7d^b252783^7fda97a,6^15^15^27
org/gjt/sp/util/WorkThreadPool.java^258^278+org/gjt/sp/util/WorkThreadPool.java^285^305,21,False,I_N^I_N,D_N^D_N,dc0b962^a01eb74^e857eb6,24^26
org/gjt/sp/jedit/syntax/ModeProvider.java^87^104+org/gjt/sp/jedit/syntax/ModeProvider.java^286^304,19,False,I_N,Y_N,9f53cad^ef94f18,27
org/gjt/sp/jedit/options/BrowserColorsOptionPane.java^71^96+org/gjt/sp/jedit/options/ContextOptionPane.java^76^101,26,False,I_N,YY_N,865ab9f^a800430,26
